mode_mnlc_o,mode_mnlc_d,1,2,3,4,5,6,7,8,mode
6888,6879,0.0,0.178,3.377,7.138,5.85,3.615,2.184,0.0,EZL
6888,6881,0.03,0.46199998,1.079,5.047,2.77,2.317,1.589,0.0,EZL
6888,6883,0.0,0.0,0.852,2.048,0.47,0.567,0.305,0.0,EZL
6888,6886,0.0,1.225,6.153,21.834,6.508,2.148,1.915,0.0,EZL
6888,6893,0.0,0.0,0.948,1.742,2.548,0.789,0.137,0.0,EZL
6888,6965,0.006,3.8979998,7.006,30.155,19.421999,8.295,1.416,0.0,EZL
6888,6970,0.0,0.12100001,0.052,0.367,0.0,0.051,0.137,0.0,EZL
6893,719,0.0,318.607,558.129,966.338,364.666,150.449,57.81,0.0,EZL
6893,6872,0.0,1.125,3.456,4.964,3.318,0.684,0.829,0.0,EZL
6893,6874,0.0,0.663,3.493,12.477,5.908,2.422,1.902,0.0,EZL
6893,6876,0.0,1.518,16.194,34.031,16.621,8.867,2.277,0.0,EZL
6893,6877,0.0,0.479,3.889,5.414,5.215,2.544,0.579,0.0,EZL
6893,6878,0.0,0.038,1.503,6.835,4.563,3.379,0.76,0.0,EZL
6893,6879,0.0,1.809,2.612,7.785,5.392,2.256,2.269,0.003,EZL
6893,6881,0.0,3.8999999,37.072,145.44,29.323,17.607,3.994,0.0,EZL
6893,6883,0.0,3.595,19.764,34.283,17.906,9.143,1.96,0.0,EZL
6893,6886,0.0,3.532,30.553,78.07,22.982,7.424,4.698,0.0,EZL
6893,6888,0.0,1.223,3.879,2.073,0.866,0.46,0.15900001,0.0,EZL
6893,6965,0.0,122.877,172.422,229.595,110.461,57.523,24.809,0.0,EZL
6893,6970,0.0,2.08,8.934999,16.377,9.418,5.724,2.729,0.0,EZL
6965,719,0.0,47.317,120.487,980.52,590.109,288.63,244.74,0.0,EZL
6965,6872,0.0,5.811,37.597,155.711,143.185,155.297,154.494,0.0,EZL
6965,6874,0.0,20.975,65.946,306.189,294.406,225.258,175.961,0.0,EZL
6965,6876,0.0,14.448,56.941,341.65,279.038,208.291,169.532,0.0,EZL
6965,6877,0.0,4.8059998,26.002,180.44,249.41,220.575,204.01399,0.0,EZL
6965,6878,0.0,7.677,52.809,255.811,236.485,163.919,108.006996,0.0,EZL
6965,6879,0.0,17.145,40.023,216.621,217.669,197.201,165.174,0.0,EZL
6965,6881,0.0,26.678999,125.469,628.244,511.36002,365.549,212.295,0.0,EZL
6965,6883,0.0,11.73,47.711,247.192,208.908,153.738,124.975,0.0,EZL
6965,6886,0.0,22.377,120.279,553.389,388.525,313.612,251.337,0.0,EZL
6965,6888,0.0,1.068,9.176001,54.899,41.279,42.684002,88.53,0.0,EZL
6965,6893,0.0,8.077,49.596,209.242,198.87,154.717,115.604996,0.0,EZL
6965,6970,0.0,3.431,20.145,146.582,117.977,94.437,90.038,0.0,EZL
6970,719,0.0,50.217,162.408,374.988,161.927,98.483,29.486,0.0,EZL
6970,6872,0.0,1.507,2.955,4.926,2.497,0.595,1.263,0.0,EZL
6970,6874,0.0,2.635,5.635,19.114,16.806,8.407001,1.628,0.023,EZL
6970,6876,0.0,0.314,2.679,19.879,11.033999,4.98,2.037,0.012,EZL
6970,6877,0.0,0.218,2.789,8.835,3.251,2.091,0.975,0.027,EZL
6970,6878,0.0,0.799,4.433,17.58,11.911,5.534,5.849,0.073,EZL
6970,6879,0.0,1.5669999,3.195,5.686,3.921,3.392,1.069,0.035,EZL
6970,6881,0.0,3.1590002,16.736,59.457,27.21,15.513,8.134,0.097,EZL
6970,6883,0.0,0.945,6.032,24.497,13.157001,7.2929997,2.701,1.172,EZL
6970,6886,0.0,2.817,15.95,39.508,15.01,7.894,3.13,0.043,EZL
