name_o,name_d,Early,AM Peak,Midday,PM Peak,Evening,Late,Total,mode,day
940GZZLUACT,940GZZLUHR5,0,14.394,16.963,40.563,26.669,10.714,109.709,tube,SUN
940GZZLUACT,940GZZLUHR5,9.856,18.743,41.016,24.889,6.068,0.9,101.472,tube,MTT
940GZZLUACT,940GZZLUHRC,0,24.11,28.056,57.614998,31.48,12.712,156.904998,tube,SUN
940GZZLUACT,940GZZLUHRC,24.782,44.104,49.009,36,8.93,2.709,165.534,tube,MTT
940GZZLUACT,940GZZLUHSD,0,12.41,66.019,237.529,72.128,31.118,427.343,tube,SUN
940GZZLUACT,940GZZLUHSD,29.333,391.557,249.46,125.729004,41.47,12.312,850.039004,tube,MTT
940GZZLUACT,940GZZLUHSK,0,0.037,8.341001,18.87,4.038,1.056,33.023001,tube,SUN
940GZZLUACT,940GZZLUHSK,5.314,16.349,22.469,7.701,1.112,0.114999995,53.062,tube,MTT
940GZZLUACT,940GZZLUHTD,0,0,0.631,1.945,0.27,0.105000004,2.951000004,tube,SUN
940GZZLUACT,940GZZLUHTD,0.186,0.584,0.45200002,0.297,0.01,0,1.52900002,tube,MTT
940GZZLUACT,940GZZLUHWC,0,1.375,9.21,29.455,9.432,10.036,64.896,tube,SUN
940GZZLUACT,940GZZLUHWC,4.9830003,42.599,34.444,37.205,17.607,7.307,144.1450003,tube,MTT
940GZZLUACT,940GZZLUHWE,0,4.782,9.918,29.861,19.573,12.656,83.1359997,tube,SUN
940GZZLUACT,940GZZLUHWE,7.528,55.717,44.11,62.718,21.774,8.162,200.009,tube,MTT
940GZZLUACT,940GZZLUHWT,0,4.954,9.337,20.925,9.75,12.122,65.811,tube,SUN
940GZZLUACT,940GZZLUHWT,8.289,20.461,26.33,33.988,12.117,11.685,112.87,tube,MTT
940GZZLUACT,940GZZLUHWY,0,0.20899999,1.006,6.899,1.492,1.739,12.25799999,tube,SUN
940GZZLUACT,940GZZLUHWY,0.782,7.183,6.161,4.889,1.637,0.473,21.125,tube,MTT
940GZZLUACT,940GZZLUICK,0,0,0.171,1.706,0.366,0.11,2.391000003,tube,SUN
940GZZLUACT,940GZZLUICK,0.365,0.58,1.752,3.858,1.725,0.001,8.281,tube,MTT
940GZZLUACT,940GZZLUKBN,0.005,0.632,0.018000001,0.843,1.044,0.56,3.370000001,tube,SUN
940GZZLUACT,940GZZLUKBN,0.374,0.56700003,1.569,0.95,0.16,0,3.62000003,tube,MTT
940GZZLUACT,940GZZLUKBY,0.538,0.43400002,0.763,1.867,0.132,0,3.73400002,tube,MTT
940GZZLUACT,940GZZLUKNB,0,7.624,25.687,70.575,16.5,3.732,125.342,tube,SUN
940GZZLUACT,940GZZLUKNB,9.577,64.363,57.804,18.361,3.902,0.90900004,154.916,tube,MTT
940GZZLUACT,940GZZLUKNG,0,0,0.551,3.23,0.955,0.907,5.653000001,tube,SUN
940GZZLUACT,940GZZLUKNG,0.453,2.014,1.328,3.613,1.42,0.73800004,9.56600004,tube,MTT
940GZZLUACT,940GZZLUKOY,0,0,0.18100001,1.817,0.306,0.162,2.46600001,tube,SUN
940GZZLUACT,940GZZLUKPK,0,0,0,1.0830001,0.174,0.22,1.6110001,tube,SUN
940GZZLUACT,940GZZLUKSH,0,0,1.424,1.755,1.115,0.521,4.929,tube,SUN
940GZZLUACT,940GZZLUKSH,0.051,1.088,0.901,0.65500003,0.339,0.008,3.04200003,tube,MTT
940GZZLUACT,940GZZLUKSX,0,5.133,23.86,74.937,34.031,13.184,153.426,tube,SUN
940GZZLUACT,940GZZLUKSX,22.072,64.366,50.91,40.024,7.115,2.589,187.076,tube,MTT
940GZZLUACT,940GZZLUKWG,0,0,0.422,5.386,0.449,0.545,7.256,tube,SUN
940GZZLUACT,940GZZLUKWG,0.019000001,4.194,4.532,1.513,1.014,0.318,11.59,tube,MTT
940GZZLUACT,940GZZLULAD,0,0.524,1.3610001,8.076,2.945,1.124,14.0640001,tube,SUN
940GZZLUACT,940GZZLULAD,0.447,9.273,8.087,6.499,1.917,0.205,26.428,tube,MTT
940GZZLUACT,940GZZLULBN,0,0,1.919,3.323,1.444,0.122,6.808,tube,SUN
940GZZLUACT,940GZZLULBN,0.688,6.553,4.422,3.359,0.653,0.657,16.332,tube,MTT
940GZZLUACT,940GZZLULGN,0,0,0.151,0.262,0.588,0.396,1.407000001,tube,SUN
940GZZLUACT,940GZZLULGT,0,0.27400002,0.683,2.077,0.551,0,3.58500002,tube,SUN
940GZZLUACT,940GZZLULGT,0.323,1.449,0.86800003,0.236,0.125,0,3.00100003,tube,MTT
940GZZLUACT,940GZZLULNB,0.009000001,2.524,10.153,33.593,12.216,5.865,65.17,tube,SUN
940GZZLUACT,940GZZLULNB,8.147,39.679,30.458,25.619,7.481,1.891,113.275,tube,MTT
940GZZLUACT,940GZZLULRD,0,0,0.511,3.154,1.406,0.593,5.801,tube,SUN
940GZZLUACT,940GZZLULRD,0.268,6.289,2.846,5.088,1.035,0.099,15.625,tube,MTT
940GZZLUACT,940GZZLULSQ,0,4.207,13.93,107.795,32.157,11.342999,171.735999,tube,SUN
940GZZLUACT,940GZZLULSQ,7.276,52.127,80.42,46.842,13.61,3.2,203.481,tube,MTT
940GZZLUACT,940GZZLULVT,0,2.522,10.117,31.465,6.695,4.172,55.987,tube,SUN
940GZZLUACT,940GZZLULVT,9.665,55.920002,24.36,16.848,4.018,0.621,111.432002,tube,MTT
940GZZLUACT,940GZZLULYN,0,0,0.374,1.961,0.80300003,0.94200003,4.32100007,tube,SUN
