naptanid,stopType,commonName,line,lat,lon
490G00015477,NaptanOnstreetBusCoachStopPair,Eltham Hill / Westhorne Avenue,321,51.452921,0.037799
490G00019784,NaptanOnstreetBusCoachStopPair,Sidcup Hill / Cray Road,321,51.418885,0.117374
490G00019823,NaptanOnstreetBusCoachStopPair,Main Road / Station Road,321,51.426542,0.100106
490G00019825,NaptanOnstreetBusCoachStopPair,Eltham Hill / Middle Park Avenue,321,51.452756,0.037993
490G000209,NaptanOnstreetBusCoachStopPair,Eltham High Street / St Mary's Place,321,51.450667,0.0572
490G00023124,NaptanOnstreetBusCoachStopPair,Southend Crescent / Wythens Walk,321,51.450041,0.064138
490G000635,NaptanOnstreetBusCoachStopPair,Lewisham College / Ashmead School,321,51.468304,-0.025559
490G000673,NaptanOnstreetBusCoachStopCluster,New Cross Sainsbury's,321,51.476791,-0.042617
490G000674,NaptanOnstreetBusCoachStopPair,New Eltham Station  / Footscray Road,321,51.438715,0.070995
490G000954,NaptanOnstreetBusCoachStopPair,Footscray Road / Southwood Road,321,51.437187,0.072465
490G00156M,NaptanOnstreetBusCoachStopCluster,New Cross Gate Station,321,51.47484,-0.04103
490G01177G,NaptanOnstreetBusCoachStopCluster,Lewisham Station,321,51.4649,-0.013051
490GA00005,NaptanOnstreetBusCoachStopCluster,Lewisham Station,321,51.463819,-0.012421
490000031E,NaptanPublicBusCoachTram,Brixton Station,322,51.462973,-0.113592
490000031W,NaptanPublicBusCoachTram,Brixton Station,322,51.463049,-0.114395
490000050E,NaptanPublicBusCoachTram,Clapham Common Station,322,51.461406,-0.138763
490000050K,NaptanPublicBusCoachTram,Clapham Common Station,322,51.461523,-0.138211
490000051B,NaptanPublicBusCoachTram,Clapham North & High Street Stns,322,51.464113,-0.131987
490000051D,NaptanPublicBusCoachTram,Clapham North Station,322,51.46468,-0.129185
490000286Z,NaptanPublicBusCoachTram,Nelson's Row,322,51.462624,-0.135647
490001116N,NaptanPublicBusCoachTram,Gipsy Hill Station,322,51.425025,-0.083726
490001116S,NaptanPublicBusCoachTram,Gipsy Hill Station,322,51.423915,-0.08347
490001149L,NaptanPublicBusCoachTram,Herne Hill Station,322,51.45245,-0.102915
490001149N,NaptanPublicBusCoachTram,Herne Hill Station,322,51.452617,-0.102649
490001298F1,NaptanPublicBusCoachTram,Tulse Hill Station,322,51.440725,-0.106322
490001298G,NaptanPublicBusCoachTram,Tulse Hill Station,322,51.439427,-0.106116
490004403F,NaptanPublicBusCoachTram,Brockwell Park,322,51.451771,-0.100942
490004403N,NaptanPublicBusCoachTram,Brockwell Park,322,51.451542,-0.10124
490004404N,NaptanPublicBusCoachTram,Brockwell Park Gardens,322,51.446565,-0.1049
490004404S,NaptanPublicBusCoachTram,Brockwell Park Gardens,322,51.446241,-0.104885
490004924N,NaptanPublicBusCoachTram,Central Hill,322,51.420128,-0.083413
490005869C,NaptanPublicBusCoachTram,Crystal Palace Parade,322,51.420833,-0.078119
490005869D,NaptanPublicBusCoachTram,Crystal Palace Bus Station,322,51.420427,-0.078078
490006058N,NaptanPublicBusCoachTram,Deronda Road,322,51.444481,-0.105029
490006058S,NaptanPublicBusCoachTram,Deronda Road,322,51.443876,-0.104867
490006239S,NaptanPublicBusCoachTram,Dulwich Wood Avenue,322,51.425676,-0.083943
490006454N,NaptanPublicBusCoachTram,Effra Parade,322,51.45821,-0.108779
490006454S,NaptanPublicBusCoachTram,Effra Parade,322,51.457866,-0.108088
490007194N,NaptanPublicBusCoachTram,Gipsy Hill / Gipsy Road,322,51.427576,-0.085733
490007194S,NaptanPublicBusCoachTram,Gipsy Hill / Gipsy Road,322,51.427415,-0.085265
490007523B,NaptanPublicBusCoachTram,Brixton Academy,322,51.465238,-0.115183
490007523C,NaptanPublicBusCoachTram,Brixton Academy,322,51.4649,-0.114895
490008168N,NaptanPublicBusCoachTram,Highland Road,322,51.422254,-0.083626
490008168S,NaptanPublicBusCoachTram,Highland Road,322,51.421337,-0.083089
490008611N,NaptanPublicBusCoachTram,Kellett Road,322,51.460212,-0.110755
490008927K,NaptanPublicBusCoachTram,Lancaster Avenue,322,51.436589,-0.105255
490008927L,NaptanPublicBusCoachTram,Lancaster Avenue,322,51.435743,-0.10411
490009700E,NaptanPublicBusCoachTram,Martell Road,322,51.435209,-0.094997
490009700W,NaptanPublicBusCoachTram,Martell Road,322,51.434859,-0.095601
490010501E,NaptanPublicBusCoachTram,Oaks Avenue,322,51.427161,-0.088412
490010501W,NaptanPublicBusCoachTram,Oaks Avenue,322,51.427158,-0.087679
490011508N,NaptanPublicBusCoachTram,Regent Road,322,51.454751,-0.103971
490011508S,NaptanPublicBusCoachTram,Regent Road,322,51.455015,-0.104161
490011611E,NaptanPublicBusCoachTram,Robson Road,322,51.434312,-0.099551
490011611W,NaptanPublicBusCoachTram,Robson Road,322,51.434206,-0.099728
490011701N,NaptanPublicBusCoachTram,Rosendale Road,322,51.449086,-0.101773
490011701S,NaptanPublicBusCoachTram,Rosendale Road,322,51.448119,-0.102562
490011877W,NaptanPublicBusCoachTram,Salter's Hill,322,51.427185,-0.090972
490011879S,NaptanPublicBusCoachTram,Kellett Road,322,51.461044,-0.111066
490012578B,NaptanPublicBusCoachTram,Stansfield Road,322,51.466307,-0.116838
490012578N,NaptanPublicBusCoachTram,Stansfield Road,322,51.466566,-0.117231
490012714E,NaptanPublicBusCoachTram,St Gothard Road,322,51.427581,-0.092638
490012768A,NaptanPublicBusCoachTram,Nelson's Row,322,51.46287,-0.135234
490012768H,NaptanPublicBusCoachTram,St Luke's Avenue,322,51.463234,-0.133851
490012833S1,NaptanPublicBusCoachTram,Stockwell Green,322,51.468372,-0.118841
490012833W,NaptanPublicBusCoachTram,Stockwell Green,322,51.467813,-0.119339
490013655N,NaptanPublicBusCoachTram,Norwood Road / Robson Road,322,51.434075,-0.103849
490013655Q,NaptanPublicBusCoachTram,Robson Road / Norwood Road,322,51.433759,-0.103214
490013655R,NaptanPublicBusCoachTram,Robson Road / Norwood Road,322,51.433727,-0.102856
490013656B,NaptanPublicBusCoachTram,Thurlow Park Road,322,51.442119,-0.105789
490013656C,NaptanPublicBusCoachTram,Thurlow Park Road,322,51.441503,-0.10603
490014508H,NaptanPublicBusCoachTram,Elmcourt Road,322,51.43779,-0.105536
490014510G,NaptanPublicBusCoachTram,Westow Hill,322,51.419019,-0.079389
490014510K,NaptanPublicBusCoachTram,Westow Hill,322,51.419732,-0.080078
490015491H,NaptanPublicBusCoachTram,Westow Street,322,51.417842,-0.082171
490016803E,NaptanPublicBusCoachTram,Fenwick Place,322,51.465573,-0.127695
490016803W,NaptanPublicBusCoachTram,Fenwick Place,322,51.46539,-0.128048
490016804E,NaptanPublicBusCoachTram,Lambeth Hospital,322,51.46663,-0.123476
490016804W,NaptanPublicBusCoachTram,Lambeth Hospital,322,51.46641,-0.123788
490018821N,NaptanPublicBusCoachTram,Park Hall Road  Rosendale Road,322,51.434779,-0.093461
490018822S,NaptanPublicBusCoachTram,Rommany Way  St Gothard Road,322,51.428107,-0.093508
490020135E,NaptanPublicBusCoachTram,The Pavement,322,51.462688,-0.140813
490020135U,NaptanPublicBusCoachTram,The Pavement,322,51.462764,-0.141011
490G00000286,NaptanOnstreetBusCoachStopPair,Nelson's Row,322,51.46287,-0.135234
490G00004404,NaptanOnstreetBusCoachStopPair,Brockwell Park Gardens,322,51.446241,-0.104885
490G00004924,NaptanOnstreetBusCoachStopPair,Central Hill,322,51.420128,-0.083413
490G00005869,NaptanOnstreetBusCoachStopCluster,Crystal Palace Parade,322,51.421069,-0.077706
490G00005879,NaptanBusCoachStation,Crystal Palace Bus Station,322,51.420427,-0.078078
490G00006058,NaptanOnstreetBusCoachStopPair,Deronda Road,322,51.444481,-0.105029
490G00006239,NaptanOnstreetBusCoachStopPair,Dulwich Wood Avenue,322,51.425676,-0.083943
490G00006454,NaptanOnstreetBusCoachStopPair,Effra Parade,322,51.457866,-0.108088
490G00007194,NaptanOnstreetBusCoachStopPair,Gipsy Hill / Gipsy Road,322,51.427576,-0.085733
490G00007526,NaptanOnstreetBusCoachStopPair,Brixton Academy,322,51.4649,-0.114895
490G00008168,NaptanOnstreetBusCoachStopPair,Highland Road,322,51.421337,-0.083089
490G00008611,NaptanOnstreetBusCoachStopPair,Kellett Road,322,51.461044,-0.111066
490G00008927,NaptanOnstreetBusCoachStopCluster,Lancaster Avenue,322,51.437194,-0.105403
490G00009700,NaptanOnstreetBusCoachStopPair,Martell Road,322,51.434859,-0.095601
490G00010501,NaptanOnstreetBusCoachStopPair,Oaks Avenue,322,51.427161,-0.088412
490G00011508,NaptanOnstreetBusCoachStopPair,Regent Road,322,51.455015,-0.104161
490G00011611,NaptanOnstreetBusCoachStopPair,Robson Road,322,51.434312,-0.099551
490G00011701,NaptanOnstreetBusCoachStopPair,Rosendale Road,322,51.449086,-0.101773
490G00011877,NaptanOnstreetBusCoachStopPair,Salter's Hill,322,51.427185,-0.090972
490G00012578,NaptanOnstreetBusCoachStopPair,Stansfield Road,322,51.466566,-0.117231
490G00012714,NaptanOnstreetBusCoachStopPair,St Gothard Road,322,51.427581,-0.092638
490G00012768,NaptanOnstreetBusCoachStopPair,St Luke's Avenue,322,51.463234,-0.133851
490G00012833,NaptanOnstreetBusCoachStopCluster,Stockwell Green,322,51.468372,-0.118841
490G00013655,NaptanOnstreetBusCoachStopPair,Robson Road / Norwood Road,322,51.433759,-0.103214
490G00013656,NaptanOnstreetBusCoachStopPair,Thurlow Park Road,322,51.442119,-0.105789
490G00013670,NaptanOnstreetBusCoachStopCluster,Norwood Road / Robson Road,322,51.434075,-0.103849
490G00014508,NaptanOnstreetBusCoachStopPair,Elmcourt Road,322,51.43779,-0.105536
490G00014510,NaptanOnstreetBusCoachStopPair,Westow Hill,322,51.419019,-0.079389
490G00015491,NaptanOnstreetBusCoachStopPair,Westow Street,322,51.417842,-0.082171
490G00016803,NaptanOnstreetBusCoachStopPair,Fenwick Place,322,51.465573,-0.127695
490G00016804,NaptanOnstreetBusCoachStopPair,Lambeth Hospital,322,51.46641,-0.123788
490G00018821,NaptanOnstreetBusCoachStopPair,Park Hall Road  Rosendale Road,322,51.434779,-0.093461
490G00018822,NaptanOnstreetBusCoachStopPair,Rommany Way  St Gothard Road,322,51.428107,-0.093508
490G00020113,NaptanOnstreetBusCoachStopPair,Clapham North & High Street Stns,322,51.464964,-0.130124
490G00020135,NaptanOnstreetBusCoachStopPair,The Pavement,322,51.462688,-0.140813
490G00031E,NaptanOnstreetBusCoachStopCluster,Brixton Station,322,51.463049,-0.114395
490G000428,NaptanOnstreetBusCoachStopCluster,Brockwell Park,322,51.451771,-0.100942
490G00050G,NaptanOnstreetBusCoachStopCluster,Clapham Common Station,322,51.461519,-0.138514
490G00051G,NaptanOnstreetBusCoachStopCluster,Clapham North Station,322,51.46465,-0.12959
490G01116S,NaptanOnstreetBusCoachStopCluster,Gipsy Hill Station,322,51.425025,-0.083726
490G01149L,NaptanOnstreetBusCoachStopCluster,Herne Hill Station,322,51.452617,-0.102649
490G01298G,NaptanOnstreetBusCoachStopCluster,Tulse Hill Station,322,51.440725,-0.106322
910GGIPSYH,NaptanRailStation,Gipsy Hill Rail Station,322,51.424453,-0.083836
910GHERNEH,NaptanRailStation,Herne Hill Rail Station,322,51.453305,-0.102289
910GTULSEH,NaptanRailStation,Tulse Hill Rail Station,322,51.439861,-0.105077
940GZZLUCPC,NaptanMetroStation,Clapham Common Underground Station,322,51.461742,-0.138317
940GZZLUCPN,NaptanMetroStation,Clapham North Underground Station,322,51.465135,-0.130016
490000032MO,NaptanPublicBusCoachTram,Bromley By Bow Station,323,51.523309,-0.012095
490000032RP,NaptanPublicBusCoachTram,Bromley By Bow Station,323,51.523277,-0.01286
490000039A,NaptanPublicBusCoachTram,Canning Town Station,323,51.514549,0.008076
490000039E,NaptanPublicBusCoachTram,Canning Town Bus Station,323,51.514314,0.008657
490000146A,NaptanPublicBusCoachTram,Mile End Station,323,51.52427,-0.034398
490000146B,NaptanPublicBusCoachTram,Mile End Station,323,51.523751,-0.034535
490002030A,NaptanPublicBusCoachTram,Devons Road Station,323,51.522941,-0.016378
490002030B,NaptanPublicBusCoachTram,Devons Road Station,323,51.522868,-0.015776
490004210N,NaptanPublicBusCoachTram,Bow Common Lane,323,51.522585,-0.034211
490009587N,NaptanPublicBusCoachTram,Star Lane Station,323,51.521924,0.004307
490015151H,NaptanPublicBusCoachTram,Mile End Station / Bow Road,323,51.525874,-0.035136
490016348E,NaptanPublicBusCoachTram,Eric Street,323,51.521647,-0.031916
490016348W,NaptanPublicBusCoachTram,Eric Street,323,51.521461,-0.03152
490016349E,NaptanPublicBusCoachTram,Ackroyd Drive,323,51.520372,-0.026133
490016349X,NaptanPublicBusCoachTram,Ackroyd Drive,323,51.520201,-0.026111
490016350E,NaptanPublicBusCoachTram,St Pauls Way Trust School,323,51.518736,-0.023465
490016350W,NaptanPublicBusCoachTram,St Pauls Way Trust School,323,51.519199,-0.023776
490016351E,NaptanPublicBusCoachTram,Watts Grove,323,51.51979,-0.020392
490016351W,NaptanPublicBusCoachTram,Watts Grove,323,51.520015,-0.020426
490016352N,NaptanPublicBusCoachTram,Prologis Park,323,51.523204,-0.005368
490016352S,NaptanPublicBusCoachTram,Prologis Park,323,51.523174,-0.005167
490016353W,NaptanPublicBusCoachTram,Twelvetrees Crescent,323,51.520964,-0.005292
490016354E,NaptanPublicBusCoachTram,North Crescent Business Centre,323,51.521233,0.001091
490016354W,NaptanPublicBusCoachTram,South Crescent Business Centre,323,51.521147,0.000827
490016355S,NaptanPublicBusCoachTram,Star Lane Station,323,51.520075,0.004672
490016356S,NaptanPublicBusCoachTram,Barking Road / Manor Road,323,51.516758,0.007698
490G00004210,NaptanOnstreetBusCoachStopPair,Bow Common Lane,323,51.522585,-0.034211
490G00006614,NaptanOnstreetBusCoachStopCluster,Eric Street,323,51.521647,-0.031916
490G00013859,NaptanOnstreetBusCoachStopCluster,Twelvetrees Crescent,323,51.52272,-0.010189
490G00016349,NaptanOnstreetBusCoachStopPair,Ackroyd Drive,323,51.520201,-0.026111
490G00016350,NaptanOnstreetBusCoachStopPair,St Pauls Way Trust School,323,51.519199,-0.023776
490G00016351,NaptanOnstreetBusCoachStopPair,Watts Grove,323,51.520015,-0.020426
490G00016352,NaptanOnstreetBusCoachStopPair,Prologis Park,323,51.523174,-0.005167
490G00016354,NaptanOnstreetBusCoachStopPair,North Crescent Business Centre,323,51.521233,0.001091
490G00016356,NaptanOnstreetBusCoachStopPair,Barking Road / Manor Road,323,51.516758,0.007698
490G000252,NaptanOnstreetBusCoachStopPair,South Crescent Business Centre,323,51.521147,0.000827
490G00032DS,NaptanOnstreetBusCoachStopCluster,Bromley By Bow Station,323,51.523309,-0.012095
490G00039A,NaptanOnstreetBusCoachStopCluster,Canning Town Station,323,51.514428,0.008273
490G000862,NaptanOnstreetBusCoachStopPair,Mile End Station / Bow Road,323,51.525874,-0.035136
490G00146B,NaptanOnstreetBusCoachStopCluster,Mile End Station,323,51.523751,-0.034535
490G02030A,NaptanOnstreetBusCoachStopCluster,Devons Road Station,323,51.522941,-0.016378
490G16355S,NaptanOnstreetBusCoachStopCluster,Star Lane Station,323,51.520075,0.004672
940GZZDLDEV,NaptanMetroStation,Devons Road DLR Station,323,51.522667,-0.017615
940GZZDLSTL,NaptanMetroStation,Star Lane DLR Station,323,51.520786,0.004156
940GZZLUBBB,NaptanMetroStation,Bromley-by-Bow Underground Station,323,51.524839,-0.011538
940GZZLUMED,NaptanMetroStation,Mile End Underground Station,323,51.525122,-0.03364
210021008015,NaptanPublicBusCoachTram,Elstree Hill South / Centennial Park,324,51.637936,-0.303747
210021008016,NaptanPublicBusCoachTram,Centennial Avenue,324,51.639717,-0.30871
210021008017,NaptanPublicBusCoachTram,Centennial Park,324,51.640361,-0.311027
210021008018,NaptanPublicBusCoachTram,Centennial Avenue,324,51.639986,-0.309321
210G1064,NaptanOnstreetBusCoachStopPair,Centennial Park,324,51.637936,-0.303747
210G9445,NaptanOnstreetBusCoachStopPair,Village Hotel,324,51.639986,-0.309321
210G9446,NaptanOnstreetBusCoachStopPair,Roundabout,324,51.640361,-0.311027
490000106E,NaptanPublicBusCoachTram,Hendon Central Station,324,51.583466,-0.227991
490000106G,NaptanPublicBusCoachTram,Hendon Central Station,324,51.58388,-0.22799
490000128A,NaptanPublicBusCoachTram,Kingsbury Station,324,51.584929,-0.279769
490000128B,NaptanPublicBusCoachTram,Kingsbury Station,324,51.584842,-0.279353
490000219A,NaptanPublicBusCoachTram,Stanmore Station,324,51.619665,-0.303793
490000219B,NaptanPublicBusCoachTram,Stanmore Station,324,51.619916,-0.303711
490000504Y,NaptanPublicBusCoachTram,Stanmore College,324,51.613129,-0.312602
490000504Z,NaptanPublicBusCoachTram,Stanmore College,324,51.612754,-0.312182
490000505Y,NaptanPublicBusCoachTram,Wolverton Road,324,51.611169,-0.311418
490000505Z,NaptanPublicBusCoachTram,Wolverton Road,324,51.610653,-0.310541
490000506Y,NaptanPublicBusCoachTram,Stanmore Baptist Church,324,51.60988,-0.309891
490000506Z,NaptanPublicBusCoachTram,Stanmore Baptist Church,324,51.609021,-0.308999
490000507X,NaptanPublicBusCoachTram,Stanburn Primary School,324,51.607325,-0.308571
490000507Y,NaptanPublicBusCoachTram,Wemborough Road  Abercorn Road,324,51.605336,-0.307865
490000507Z,NaptanPublicBusCoachTram,Wemborough Road  Abercorn Road,324,51.605315,-0.307649
490000508Z,NaptanPublicBusCoachTram,Stanburn Primary School,324,51.606138,-0.307936
490000509Y,NaptanPublicBusCoachTram,Crowshott Avenue,324,51.600715,-0.306694
490000509Z,NaptanPublicBusCoachTram,Crowshott Avenue,324,51.601471,-0.307301
490000510Y,NaptanPublicBusCoachTram,St Andrew's Drive,324,51.603712,-0.307449
490000510Z,NaptanPublicBusCoachTram,St Andrew's Drive,324,51.602593,-0.307216
490000513Y,NaptanPublicBusCoachTram,Court Way  Colindale,324,51.591509,-0.250373
490000513Z,NaptanPublicBusCoachTram,Court Way  Colindale,324,51.591661,-0.250916
490000514Y,NaptanPublicBusCoachTram,Clovelly Avenue,324,51.591123,-0.246851
490000514Z,NaptanPublicBusCoachTram,Clovelly Avenue,324,51.591181,-0.246516
490000515Y,NaptanPublicBusCoachTram,Rushgrove Park,324,51.590908,-0.243279
490000515Z,NaptanPublicBusCoachTram,Rushgrove Park,324,51.590874,-0.242212
4900019348E,NaptanPublicBusCoachTram,Colin Park Road,324,51.591961,-0.254167
4900019348W,NaptanPublicBusCoachTram,Colindeep Lane  The Hyde,324,51.59154,-0.254876
4900019350E,NaptanPublicBusCoachTram,Colindeep Bridge,324,51.588469,-0.238941
4900019351E,NaptanPublicBusCoachTram,Grove Gardens  Hendon,324,51.58789,-0.236336
4900019351W,NaptanPublicBusCoachTram,Colindeep Lane,324,51.587813,-0.237191
4900019403Z,NaptanPublicBusCoachTram,Tesco Brent Cross,324,51.574732,-0.214766
490003724S,NaptanPublicBusCoachTram,Beaufort Gardens,324,51.579891,-0.225273
490004282D,NaptanPublicBusCoachTram,Brent Cross Shopping Centre,324,51.575761,-0.222692
490004283L,NaptanPublicBusCoachTram,Brent Cross Shopping Centre,324,51.57514,-0.223885
490004562CJ,NaptanPublicBusCoachTram,Buck Lane,324,51.588405,-0.259976
490004562CK,NaptanPublicBusCoachTram,Buck Lane,324,51.588594,-0.259377
490004760K,NaptanPublicBusCoachTram,Canons Corner,324,51.621419,-0.29454
490004760L,NaptanPublicBusCoachTram,Canons Corner,324,51.622174,-0.293255
490004760M,NaptanPublicBusCoachTram,Canons Corner,324,51.621489,-0.293772
490005347U,NaptanPublicBusCoachTram,Claremont Road,324,51.574275,-0.220744
490005483CF,NaptanPublicBusCoachTram,Colindeep Lane,324,51.590189,-0.254769
490007337CA,NaptanPublicBusCoachTram,Graham Road,324,51.581426,-0.226887
490007959N,NaptanPublicBusCoachTram,Fairfields Crescent,324,51.586961,-0.265069
490008057H,NaptanPublicBusCoachTram,Hendon War Memorial,324,51.585532,-0.230769
490008057J,NaptanPublicBusCoachTram,Hendon War Memorial,324,51.585838,-0.230237
490008334W,NaptanPublicBusCoachTram,Honeypot Lane,324,51.595634,-0.295463
490008635W,NaptanPublicBusCoachTram,Kenmore Road,324,51.594992,-0.30142
490009288E,NaptanPublicBusCoachTram,London Road Synagogue,324,51.620799,-0.298247
490009288W,NaptanPublicBusCoachTram,London Road Synagogue,324,51.620774,-0.297814
490011026N,NaptanPublicBusCoachTram,Pipers Green Lane,324,51.625409,-0.296817
490011026S,NaptanPublicBusCoachTram,Pipers Green Lane,324,51.625306,-0.296547
490011125W,NaptanPublicBusCoachTram,Portland Crescent,324,51.595568,-0.298367
490011207S,NaptanPublicBusCoachTram,Princes Avenue,324,51.588143,-0.283112
490011326S,NaptanPublicBusCoachTram,Queensbury Circle,324,51.594971,-0.293134
490011328N,NaptanPublicBusCoachTram,Queensbury Morrisons,324,51.592121,-0.286412
490011328Z,NaptanPublicBusCoachTram,Queensbury Morrisons,324,51.591628,-0.28529
490011531N,NaptanPublicBusCoachTram,Cowbridge Road,324,51.588873,-0.283777
490011635W,NaptanPublicBusCoachTram,Slough Lane,324,51.584409,-0.267057
490011636N,NaptanPublicBusCoachTram,Highfield Avenue,324,51.584992,-0.265736
490011646S,NaptanPublicBusCoachTram,Fairfields Crescent,324,51.587671,-0.264421
490011769N,NaptanPublicBusCoachTram,Royal National Orthopaedic Hospital,324,51.632286,-0.304753
490011769S,NaptanPublicBusCoachTram,Royal National Orthopaedic Hospital,324,51.63212,-0.304455
490012473E,NaptanPublicBusCoachTram,Stag Lane,324,51.588163,-0.263666
490012564F,NaptanPublicBusCoachTram,Stanmore Hill,324,51.617057,-0.313149
490012753M,NaptanPublicBusCoachTram,St Joseph's School,324,51.586744,-0.231862
490013274E,NaptanPublicBusCoachTram,The Broadway,324,51.61743,-0.309654
490013274EB,NaptanPublicBusCoachTram,The Broadway,324,51.617782,-0.309164
490013423E,NaptanPublicBusCoachTram,The Honeypot,324,51.593408,-0.290146
490013423N,NaptanPublicBusCoachTram,The Honeypot,324,51.593974,-0.291381
490013441E,NaptanPublicBusCoachTram,Roe Green Park,324,51.58497,-0.269057
490013997L,NaptanPublicBusCoachTram,Valley Drive,324,51.586026,-0.274213
490013997M,NaptanPublicBusCoachTram,Valley Drive,324,51.585934,-0.274707
490015365C,NaptanPublicBusCoachTram,Kingsbury Circle,324,51.585588,-0.282371
490015365D,NaptanPublicBusCoachTram,Kingsbury Circle,324,51.586109,-0.28238
490019345N,NaptanPublicBusCoachTram,Rectory Lane  Stanmore,324,51.616318,-0.314881
490019345S,NaptanPublicBusCoachTram,Rectory Lane  Stanmore,324,51.61584,-0.314191
490019345X,NaptanPublicBusCoachTram,Old Church Lane,324,51.614674,-0.313151
490019345Z,NaptanPublicBusCoachTram,Old Church Lane,324,51.614145,-0.312593
490019346S,NaptanPublicBusCoachTram,Culver Grove,324,51.596727,-0.303868
490019347N,NaptanPublicBusCoachTram,Culver Grove,324,51.595468,-0.303207
490019347S,NaptanPublicBusCoachTram,Streatfield Road,324,51.595437,-0.302934
490019349W,NaptanPublicBusCoachTram,Colin Park Road,324,51.592074,-0.253296
490019350Z,NaptanPublicBusCoachTram,Colindeep Bridge,324,51.589093,-0.240375
490020077S,NaptanPublicBusCoachTram,Brockley Avenue,324,51.622848,-0.293836
4900OC468S,NaptanPublicBusCoachTram,Culver Grove Park High School,324,51.598334,-0.304949
4900OC469S,NaptanPublicBusCoachTram,Culver Grove Park High School,324,51.59872,-0.305526
490G00003724,NaptanOnstreetBusCoachStopPair,Beaufort Gardens,324,51.579891,-0.225273
490G00004282,NaptanOnstreetBusCoachStopCluster,Brent Cross Shopping Centre,324,51.575761,-0.222692
490G00004562,NaptanOnstreetBusCoachStopPair,Buck Lane,324,51.588594,-0.259377
490G00004760,NaptanOnstreetBusCoachStopCluster,Canons Corner,324,51.621419,-0.29454
490G00005347,NaptanOnstreetBusCoachStopPair,Claremont Road,324,51.574275,-0.220744
490G00005483,NaptanOnstreetBusCoachStopPair,Colindeep Lane,324,51.590189,-0.254769
490G00007959,NaptanOnstreetBusCoachStopPair,Fairfields Crescent,324,51.587671,-0.264421
490G00008057,NaptanOnstreetBusCoachStopPair,Hendon War Memorial,324,51.585532,-0.230769
490G00008334,NaptanOnstreetBusCoachStopPair,Honeypot Lane,324,51.595634,-0.295463
490G00008635,NaptanOnstreetBusCoachStopPair,Kenmore Road,324,51.594992,-0.30142
490G00009288,NaptanOnstreetBusCoachStopPair,London Road Synagogue,324,51.620774,-0.297814
490G000108,NaptanOnstreetBusCoachStopPair,Rectory Lane  Stanmore,324,51.616318,-0.314881
490G000109,NaptanOnstreetBusCoachStopPair,Stanmore College,324,51.613129,-0.312602
490G000110,NaptanOnstreetBusCoachStopPair,Wolverton Road,324,51.610653,-0.310541
490G00011026,NaptanOnstreetBusCoachStopPair,Pipers Green Lane,324,51.625409,-0.296817
490G000111,NaptanOnstreetBusCoachStopPair,Stanmore Baptist Church,324,51.609021,-0.308999
490G00011125,NaptanOnstreetBusCoachStopPair,Portland Crescent,324,51.595568,-0.298367
490G000112,NaptanOnstreetBusCoachStopPair,Wemborough Road  Abercorn Road,324,51.605336,-0.307865
490G00011207,NaptanOnstreetBusCoachStopPair,Princes Avenue,324,51.588143,-0.283112
490G000113,NaptanOnstreetBusCoachStopPair,Stanburn Primary School,324,51.607325,-0.308571
490G00011326,NaptanOnstreetBusCoachStopPair,Queensbury Circle,324,51.594971,-0.293134
490G00011328,NaptanOnstreetBusCoachStopCluster,Queensbury Morrisons,324,51.592121,-0.286412
490G000114,NaptanOnstreetBusCoachStopPair,Crowshott Avenue,324,51.600715,-0.306694
490G000115,NaptanOnstreetBusCoachStopPair,St Andrew's Drive,324,51.602593,-0.307216
490G00011531,NaptanOnstreetBusCoachStopPair,Cowbridge Road,324,51.588873,-0.283777
490G00011636,NaptanOnstreetBusCoachStopPair,Highfield Avenue,324,51.584992,-0.265736
490G00011769,NaptanOnstreetBusCoachStopPair,Royal National Orthopaedic Hospital,324,51.632286,-0.304753
490G000118,NaptanOnstreetBusCoachStopPair,Grove Gardens  Hendon,324,51.58789,-0.236336
490G000119,NaptanOnstreetBusCoachStopPair,Court Way  Colindale,324,51.591509,-0.250373
490G000120,NaptanOnstreetBusCoachStopPair,Clovelly Avenue,324,51.591123,-0.246851
490G000121,NaptanOnstreetBusCoachStopPair,Rushgrove Park,324,51.590874,-0.242212
490G00012473,NaptanOnstreetBusCoachStopPair,Stag Lane,324,51.588163,-0.263666
490G00012565,NaptanOnstreetBusCoachStopPair,Stanmore Hill,324,51.617057,-0.313149
490G00012753,NaptanOnstreetBusCoachStopPair,St Joseph's School,324,51.586744,-0.231862
490G00013274,NaptanOnstreetBusCoachStopPair,The Broadway,324,51.617782,-0.309164
490G00013423,NaptanOnstreetBusCoachStopPair,The Honeypot,324,51.593974,-0.291381
490G00013997,NaptanOnstreetBusCoachStopPair,Valley Drive,324,51.586026,-0.274213
490G00019344,NaptanOnstreetBusCoachStopPair,Culver Grove Park High School,324,51.59872,-0.305526
490G00019345,NaptanOnstreetBusCoachStopPair,Old Church Lane,324,51.614674,-0.313151
490G00019346,NaptanOnstreetBusCoachStopPair,Culver Grove,324,51.595468,-0.303207
490G00019347,NaptanOnstreetBusCoachStopPair,Streatfield Road,324,51.595437,-0.302934
490G00019348,NaptanOnstreetBusCoachStopPair,Colindeep Lane  The Hyde,324,51.59154,-0.254876
490G00019349,NaptanOnstreetBusCoachStopPair,Colin Park Road,324,51.591961,-0.254167
490G00019350,NaptanOnstreetBusCoachStopPair,Colindeep Bridge,324,51.589093,-0.240375
