,Tube Line,From Station,To Station,Distance km
1082,Circle,goldhawk-road,shepherds-bush-market,0.423089607
1083,Circle,great-portland-street,euston-square,0.915858804
1084,Circle,hammersmith-met,goldhawk-road,0.974837594
1085,Circle,high-street-kensington,notting-hill-gate,1.007852115
1086,Circle,kings-cross-st-pancras,farringdon,1.732182174
1087,Circle,ladbroke-grove,westbourne-park,0.769629357
1088,Circle,latimer-road,ladbroke-grove,0.619293112
1089,Circle,liverpool-street,aldgate,0.584203531
1090,Circle,mansion-house,blackfriars,0.611598836
1091,Circle,monument,cannon-street,0.292748474
1092,Circle,moorgate,liverpool-street,0.477652791
1093,Circle,notting-hill-gate,bayswater,0.633128265
1094,Circle,paddington,edgware-road-circledistricthammersmith-and-city,0.757733155
1095,Circle,royal-oak,paddington,0.961572658
1096,Circle,shepherds-bush-market,wood-lane,0.466507126
1097,Circle,sloane-square,south-kensington,1.222277516
1098,Circle,south-kensington,gloucester-road,0.667930868
1099,Circle,st-jamess-park,victoria,0.78044401
1100,Circle,temple,embankment,0.727908454
1101,Circle,tower-hill,monument,0.657282218
1102,Circle,victoria,sloane-square,0.980751024
1103,Circle,westbourne-park,royal-oak,0.88680127
1104,Circle,westminster,st-jamess-park,0.646139034
1105,Circle,wood-lane,latimer-road,0.681488387
1106,District,acton-town,ealing-common,0.928511805
1107,District,aldgate-east,tower-hill,0.580878906
1108,District,barking,east-ham,2.028332978
1109,District,barons-court,hammersmith-district,0.676689432
1110,District,bayswater,paddington,0.917812423
1111,District,becontree,upney,1.758589757
1112,District,blackfriars,temple,0.745291063
1113,District,bow-church,stepney-green,1.962590208
1114,District,bow-road,bow-church,0.274602512
1115,District,bromley-by-bow,bow-road,0.910835433
1116,District,cannon-street,mansion-house,0.285036484
1117,District,chiswick-park,acton-town,1.301416478
1118,District,dagenham-east,dagenham-heathway,1.298705909
1119,District,dagenham-heathway,becontree,1.450248178
1120,District,ealing-common,ealing-broadway,1.149476436
1121,District,earls-court,high-street-kensington,1.059753896
1122,District,earls-court,kensington-olympia,1.328220449
1123,District,earls-court,west-brompton,0.45596949
1124,District,earls-court,west-kensington,0.835054987
1125,District,east-ham,upton-park,1.209933694
1126,District,east-putney,southfields,1.586269369
1127,District,elm-park,dagenham-east,2.241620708
1128,District,embankment,westminster,0.682306039
1129,District,fulham-broadway,parsons-green,0.70503709
1130,District,gloucester-road,earls-court,0.823730732
1131,District,gunnersbury,kew-gardens,1.819936138
1132,District,hammersmith-district,ravenscourt-park,0.941601493
1133,District,high-street-kensington,notting-hill-gate,1.007852115
1134,District,hornchurch,elm-park,1.608011018
1135,District,kew-gardens,richmond,1.886339171
1136,District,mansion-house,blackfriars,0.611598836
1137,District,monument,cannon-street,0.292748474
1138,District,notting-hill-gate,bayswater,0.633128265
1139,District,paddington,edgware-road-circledistricthammersmith-and-city,0.757733155
1140,District,parsons-green,putney-bridge,0.974053988
1141,District,plaistow,west-ham,0.915532511
1142,District,putney-bridge,east-putney,1.005846269
1143,District,ravenscourt-park,stamford-brook,0.643849546
1144,District,sloane-square,south-kensington,1.222277516
1145,District,south-kensington,gloucester-road,0.667930868
1146,District,southfields,wimbledon-park,1.256201588
1147,District,st-jamess-park,victoria,0.78044401
1148,District,stamford-brook,turnham-green,0.647657975
1149,District,stepney-green,whitechapel,0.875150579
1150,District,temple,embankment,0.727908454
1151,District,tower-hill,monument,0.657282218
1152,District,turnham-green,chiswick-park,0.919395894
1153,District,turnham-green,gunnersbury,1.476224795
1154,District,upminster,upminster-bridge,1.171630855
1155,District,upminster-bridge,hornchurch,1.142857253
1156,District,upney,barking,1.437461714
1157,District,upton-park,plaistow,1.30296717
1158,District,victoria,sloane-square,0.980751024
1159,District,west-brompton,fulham-broadway,0.786173793
1160,District,west-ham,bromley-by-bow,1.245783934
1161,District,west-kensington,barons-court,0.500659187
1162,District,westminster,st-jamess-park,0.646139034
1163,District,whitechapel,aldgate-east,1.06529668
1164,District,wimbledon-park,wimbledon,1.585778014
1165,DLR,abbey-road,west-ham,0.396765348
1166,DLR,all-saints,poplar,0.454868744
1167,DLR,beckton-park,cyprus,0.62574921
1168,DLR,blackwall,east-india,0.349883977
1169,DLR,bow-church,devons-road,0.620287798
1170,DLR,canary-wharf,heron-quays,0.173488062
1171,DLR,canning-town,royal-victoria,0.856736689
1172,DLR,canning-town,west-silvertown,1.557102021
1173,DLR,crossharbour-and-london-arena,mudchute,0.512082673
1174,DLR,custom-house,prince-regent,0.534572529
1175,DLR,cutty-sark-for-maritime-greenwich,greenwich,0.571953512
1176,DLR,cyprus,gallions-reach,0.552199505
1177,DLR,deptford-bridge,elverson-road,0.769849565
1178,DLR,devons-road,langdon-park,0.422231216
1179,DLR,east-india,canning-town,0.937531084
1180,DLR,elverson-road,lewisham,0.493040885
1181,DLR,gallions-reach,beckton,0.925525426
1182,DLR,greenwich,deptford-bridge,0.603941344
1183,DLR,heron-quays,south-quay,0.370458275
1184,DLR,island-gardens,cutty-sark-for-maritime-greenwich,0.668032299
1185,DLR,king-george-v,woolwich-arsenal,1.430380286
1186,DLR,langdon-park,all-saints,0.952127257
1187,DLR,limehouse,shadwell,1.219340219
1188,DLR,london-city-airport,king-george-v,1.009882244
1189,DLR,mudchute,island-gardens,0.47884958
1190,DLR,pontoon-dock,london-city-airport,1.020448615
1191,DLR,poplar,blackwall,0.695624081
1192,DLR,poplar,west-india-quay,0.246667491
1193,DLR,poplar,westferry,0.666576978
1194,DLR,prince-regent,royal-albert,0.815919837
1195,DLR,pudding-mill-lane,bow-church,0.918520193
1196,DLR,royal-albert,beckton-park,0.669231639
1197,DLR,royal-victoria,custom-house,0.544134754
1198,DLR,shadwell,bank,2.232393013
1199,DLR,shadwell,tower-gateway,1.215004622
1200,DLR,south-quay,crossharbour-and-london-arena,0.609842695
1201,DLR,star-lane,canning-town,0.801334847
1202,DLR,stratford,pudding-mill-lane,1.029665703
1203,DLR,stratford,stratford-high-street,0.43533
1204,DLR,stratford-high-street,abbey-road,0.765234215
1205,DLR,stratford-international,stratford,0.490961169
1206,DLR,west-ham,star-lane,0.88452293
1207,DLR,west-india-quay,canary-wharf,0.362507983
1208,DLR,west-silvertown,pontoon-dock,0.770729361
1209,DLR,westferry,limehouse,0.951552509
1210,Elizabeth,acton-main-line,ealing-broadway,2.386247806
1211,Elizabeth,bond-street,paddington,1.816940475
1212,Elizabeth,brentwood,harold-wood,5.060587536
1213,Elizabeth,burnham,taplow,2.42200148
1214,Elizabeth,canary-wharf,custom-house,3.203347988
1215,Elizabeth,chadwell-heath,goodmayes,1.205241748
1216,Elizabeth,custom-house,woolwich,3.767435627
1217,Elizabeth,ealing-broadway,west-ealing,1.237894906
1218,Elizabeth,farringdon,tottenham-court-road,1.871332219
1219,Elizabeth,forest-gate,maryland,1.342922862
1220,Elizabeth,gidea-park,romford,1.776534462
1221,Elizabeth,goodmayes,seven-kings,1.092934843
1222,Elizabeth,hanwell,southall,2.898798276
1223,Elizabeth,harold-wood,gidea-park,2.322806283
1224,Elizabeth,hayes-and-harlington,heathrow-terminals-1-2-3,4.161724851
1225,Elizabeth,hayes-and-harlington,west-drayton,3.652323067
1226,Elizabeth,heathrow-terminals-1-2-3,heathrow-terminal-4,1.320539304
1227,Elizabeth,heathrow-terminals-1-2-3,heathrow-terminal-5,2.653272755
1228,Elizabeth,ilford,manor-park,1.73513955
1229,Elizabeth,iver,langley,2.425617905
1230,Elizabeth,langley,slough,3.470425799
1231,Elizabeth,liverpool-street,farringdon,1.590235322
1232,Elizabeth,maidenhead,twyford,10.85604955
1233,Elizabeth,manor-park,forest-gate,1.540561181
1234,Elizabeth,maryland,stratford,0.788278983
1235,Elizabeth,paddington,acton-main-line,6.366952754
1236,Elizabeth,romford,chadwell-heath,3.815062765
1237,Elizabeth,seven-kings,ilford,1.98560212
1238,Elizabeth,shenfield,brentwood,2.838862795
1239,Elizabeth,slough,burnham,4.01150481
1240,Elizabeth,southall,hayes-and-harlington,2.921049774
1241,Elizabeth,stratford,whitechapel,4.569845372
1242,Elizabeth,taplow,maidenhead,2.90906153
1243,Elizabeth,tottenham-court-road,bond-street,1.308606586
1244,Elizabeth,twyford,reading,7.750292015
1245,Elizabeth,west-drayton,iver,2.399179524
1246,Elizabeth,west-ealing,hanwell,1.274715
1247,Elizabeth,whitechapel,canary-wharf,3.289449482
1248,Elizabeth,whitechapel,liverpool-street,1.595515682
1249,Elizabeth,woolwich,abbey-wood,3.356775898
1250,Great Northern,alexandra-palace,bowes-park,0.999892065
1251,Great Northern,alexandra-palace,new-southgate,2.36529913
1252,Great Northern,bowes-park,palmers-green,1.441931139
1253,Great Northern,drayton-park,finsbury-park,1.285521637
1254,Great Northern,enfield-chase,gordon-hill,1.226952029
1255,Great Northern,essex-road,highbury-and-islington,0.842684847
1256,Great Northern,finsbury-park,harringay,1.415882735
1257,Great Northern,gordon-hill,crews-hill,2.483922881
1258,Great Northern,grange-park,enfield-chase,1.212424046
1259,Great Northern,harringay,hornsey,1.112165974
1260,Great Northern,highbury-and-islington,drayton-park,0.7414544
1261,Great Northern,hornsey,alexandra-palace,1.432053953
1262,Great Northern,kings-cross,finsbury-park,3.940553783
1263,Great Northern,moorgate,old-street,0.800504047
1264,Great Northern,new-barnet,hadley-wood,2.223710098
1265,Great Northern,new-southgate,oakleigh-park,3.073061723
1266,Great Northern,oakleigh-park,new-barnet,1.295352907
1267,Great Northern,old-street,essex-road,1.780144083
1268,Great Northern,palmers-green,winchmore-hill,1.799532721
1269,Great Northern,winchmore-hill,grange-park,1.003046014
1270,Great Western,acton-main-line,ealing-broadway,2.386247806
1271,Great Western,castle-bar-park,south-greenford,1.281746981
1272,Great Western,drayton-green,castle-bar-park,0.786152118
1273,Great Western,ealing-broadway,west-ealing,1.237894906
1274,Great Western,hanwell,southall,2.898798276
1275,Great Western,hayes-and-harlington,west-drayton,3.652323067
1276,Great Western,paddington,acton-main-line,6.366952754
1277,Great Western,south-greenford,greenford,1.087387701
1278,Great Western,southall,hayes-and-harlington,2.921049774
1279,Great Western,west-ealing,drayton-green,0.729982119
1280,Great Western,west-ealing,hanwell,1.274715
1281,Greater Anglia,angel-road,ponders-end,3.511248305
1282,Greater Anglia,brentwood,shenfield,2.838862795
1283,Greater Anglia,brimsdown,enfield-lock,1.74533184
1284,Greater Anglia,cheshunt,broxbourne,4.98928478
1285,Greater Anglia,edmonton-green,cheshunt,9.032634492
1286,Greater Anglia,enfield-lock,waltham-cross,1.607892385
1287,Greater Anglia,gidea-park,harold-wood,2.322806283
1288,Greater Anglia,hackney-downs,seven-sisters,3.906816076
1289,Greater Anglia,hackney-downs,tottenham-hale,4.329030966
1290,Greater Anglia,harold-wood,brentwood,5.060587536
1291,Greater Anglia,lea-bridge,tottenham-hale,2.878432879
1292,Greater Anglia,liverpool-street,hackney-downs,3.819844723
1293,Greater Anglia,liverpool-street,stratford,6.057002451
1294,Greater Anglia,northumberland-park,angel-road,1.215914381
1295,Greater Anglia,ponders-end,brimsdown,1.411940567
1296,Greater Anglia,romford,gidea-park,1.776534462
1297,Greater Anglia,seven-kings,romford,6.11247851
1298,Greater Anglia,seven-sisters,edmonton-green,4.704094212
1299,Greater Anglia,stratford,lea-bridge,3.589559055
1300,Greater Anglia,stratford,seven-kings,7.352193105
1301,Greater Anglia,tottenham-hale,northumberland-park,1.614386716
1302,Greater Anglia,waltham-cross,cheshunt,1.968103965
1303,Hammersmith and City,aldgate-east,whitechapel,1.06529668
1304,Hammersmith and City,baker-street,great-portland-street,0.898720234
1305,Hammersmith and City,barbican,moorgate,0.634057561
1306,Hammersmith and City,bow-road,bromley-by-bow,0.910835433
1307,Hammersmith and City,bromley-by-bow,west-ham,1.245783934
1308,Hammersmith and City,east-ham,barking,2.028332978
1309,Hammersmith and City,edgware-road-circledistricthammersmith-and-city,baker-street,0.822385036
1310,Hammersmith and City,euston-square,kings-cross-st-pancras,0.677416528
1311,Hammersmith and City,farringdon,barbican,0.492893338
1312,Hammersmith and City,goldhawk-road,shepherds-bush-market,0.423089607
1313,Hammersmith and City,great-portland-street,euston-square,0.915858804
1314,Hammersmith and City,hammersmith-met,goldhawk-road,0.974837594
1315,Hammersmith and City,kings-cross-st-pancras,farringdon,1.732182174
1316,Hammersmith and City,ladbroke-grove,westbourne-park,0.769629357
1317,Hammersmith and City,latimer-road,ladbroke-grove,0.619293112
1318,Hammersmith and City,liverpool-street,aldgate-east,0.698662288
1319,Hammersmith and City,mile-end,bow-road,0.606212115
1320,Hammersmith and City,moorgate,liverpool-street,0.477652791
1321,Hammersmith and City,paddington,edgware-road-circledistricthammersmith-and-city,0.757733155
1322,Hammersmith and City,plaistow,upton-park,1.30296717
1323,Hammersmith and City,royal-oak,paddington,0.961572658
1324,Hammersmith and City,shepherds-bush-market,wood-lane,0.466507126
1325,Hammersmith and City,stepney-green,mile-end,1.0831672
1326,Hammersmith and City,upton-park,east-ham,1.209933694
1327,Hammersmith and City,west-ham,plaistow,0.915532511
1328,Hammersmith and City,westbourne-park,royal-oak,0.88680127
1329,Hammersmith and City,whitechapel,stepney-green,0.875150579
1330,Hammersmith and City,wood-lane,latimer-road,0.681488387
1331,Heathrow Connect,ealing-broadway,west-ealing,1.237894906
1332,Heathrow Connect,hanwell,southall,2.898798276
1333,Heathrow Connect,hayes-and-harlington,heathrow-terminals-1-2-3,4.161724851
1334,Heathrow Connect,heathrow-terminals-1-2-3,heathrow-terminal-4,1.320539304
1335,Heathrow Connect,heathrow-terminals-1-2-3,heathrow-terminal-5,2.653272755
1336,Heathrow Connect,paddington,ealing-broadway,8.740760332
1337,Heathrow Connect,southall,hayes-and-harlington,2.921049774
1338,Heathrow Connect,west-ealing,hanwell,1.274715
1339,Heathrow Express,heathrow-terminals-1-2-3,heathrow-terminal-4,1.320539304
1340,Heathrow Express,heathrow-terminals-1-2-3,heathrow-terminal-5,2.653272755
1341,Heathrow Express,paddington,heathrow-terminals-1-2-3,19.77811649
1342,Jubilee,baker-street,bond-street,1.154163024
1343,Jubilee,bermondsey,canada-water,0.936684634
1344,Jubilee,bond-street,green-park,0.925582851
1345,Jubilee,canada-water,canary-wharf,2.251916791
1346,Jubilee,canary-wharf,north-greenwich,1.638422506
1347,Jubilee,canning-town,west-ham,1.643166357
1348,Jubilee,canons-park,queensbury,1.629470924
1349,Jubilee,dollis-hill,willesden-green,1.166638072
1350,Jubilee,finchley-road,swiss-cottage,0.545638457
1351,Jubilee,green-park,westminster,1.348790913
1352,Jubilee,kilburn,west-hampstead,0.936082778
1353,Jubilee,kingsbury,wembley-park,2.397863776
1354,Jubilee,london-bridge,bermondsey,1.676330531
1355,Jubilee,neasden,dollis-hill,0.841466589
1356,Jubilee,north-greenwich,canning-town,1.549253707
1357,Jubilee,queensbury,kingsbury,1.135313644
1358,Jubilee,southwark,london-bridge,1.373167169
1359,Jubilee,st-johns-wood,baker-street,1.763779534
1360,Jubilee,stanmore,canons-park,1.466322518
1361,Jubilee,swiss-cottage,st-johns-wood,0.916301134
1362,Jubilee,waterloo,southwark,0.522754223
1363,Jubilee,wembley-park,neasden,2.234385908
1364,Jubilee,west-ham,stratford,1.593327065
1365,Jubilee,west-hampstead,finchley-road,0.767286015
1366,Jubilee,westminster,waterloo,0.835906497
1367,Jubilee,willesden-green,kilburn,1.258803437
1368,London Midland,bushey,watford-junction,2.187520471
1369,London Midland,euston,wembley-central,11.57447592
1370,London Midland,harrow-and-wealdstone,bushey,6.843629632
1371,London Midland,wembley-central,harrow-and-wealdstone,5.232108434
1372,Metropolitan,aldgate,liverpool-street,0.584203531
1373,Metropolitan,baker-street,finchley-road,3.109853408
1374,Metropolitan,barbican,farringdon,0.492893338
1375,Metropolitan,chalfont-and-latimer,amersham,3.210437766
1376,Metropolitan,chalfont-and-latimer,chesham,5.425271431
1377,Metropolitan,chorleywood,chalfont-and-latimer,3.316034835
1378,Metropolitan,croxley,watford,2.051849902
1379,Metropolitan,eastcote,ruislip-manor,1.160280642
1380,Metropolitan,euston-square,great-portland-street,0.915858804
1381,Metropolitan,farringdon,kings-cross-st-pancras,1.732182174
1382,Metropolitan,finchley-road,wembley-park,7.093401465
1383,Metropolitan,great-portland-street,baker-street,0.898720234
1384,Metropolitan,harrow-on-the-hill,north-harrow,1.865108843
1385,Metropolitan,harrow-on-the-hill,west-harrow,1.165513022
1386,Metropolitan,hillingdon,uxbridge,2.050304589
1387,Metropolitan,ickenham,hillingdon,0.972329114
1388,Metropolitan,kings-cross-st-pancras,euston-square,0.677416528
1389,Metropolitan,liverpool-street,moorgate,0.477652791
1390,Metropolitan,moor-park,croxley,1.991710599
1391,Metropolitan,moor-park,rickmansworth,3.042847879
1392,Metropolitan,moorgate,barbican,0.634057561
1393,Metropolitan,north-harrow,pinner,1.545951164
1394,Metropolitan,northwick-park,harrow-on-the-hill,1.30332005
1395,Metropolitan,northwood,moor-park,2.174182939
1396,Metropolitan,northwood-hills,northwood,1.532318632
1397,Metropolitan,pinner,northwood-hills,2.155900339
1398,Metropolitan,preston-road,northwick-park,1.756609499
1399,Metropolitan,rickmansworth,chorleywood,3.449862518
1400,Metropolitan,ruislip,ickenham,1.889119735
1401,Metropolitan,ruislip-manor,ruislip,0.597191725
1402,Metropolitan,wembley-park,preston-road,1.461754663
1403,Metropolitan,west-harrow,eastcote,2.982412928
1404,Northern,angel,kings-cross-st-pancras,1.299619095
1405,Northern,archway,highgate,1.579624345
1406,Northern,balham,clapham-south,1.105149004
1407,Northern,bank,moorgate,0.566169689
1408,Northern,belsize-park,hampstead,1.200847665
1409,Northern,borough,london-bridge,0.695923807
1410,Northern,brent-cross,hendon-central,1.177216606
1411,Northern,burnt-oak,edgware,1.496637712
1412,Northern,camden-town,chalk-farm,0.908368489
1413,Northern,camden-town,kentish-town,1.125143317
1414,Northern,chalk-farm,belsize-park,0.976451539
1415,Northern,charing-cross,leicester-square,0.403836065
1416,Northern,clapham-common,clapham-north,0.677564122
1417,Northern,clapham-north,stockwell,0.942665634
1418,Northern,clapham-south,clapham-common,1.216450516
1419,Northern,colindale,burnt-oak,1.266727799
1420,Northern,colliers-wood,tooting-broadway,1.103148703
1421,Northern,east-finchley,finchley-central,2.480001309
1422,Northern,east-finchley,mill-hill-east,3.896194569
1423,Northern,elephant-and-castle,borough,0.734604547
1424,Northern,embankment,charing-cross,0.204870249
1425,Northern,euston,camden-town,1.408017849
1426,Northern,euston,mornington-crescent,0.737408451
1427,Northern,finchley-central,west-finchley,0.976195408
1428,Northern,golders-green,brent-cross,1.368770155
1429,Northern,goodge-street,warren-street,0.502376912
1430,Northern,hampstead,golders-green,2.095632599
1431,Northern,hendon-central,colindale,2.111878946
1432,Northern,highgate,east-finchley,1.63579796
1433,Northern,kennington,elephant-and-castle,0.853839352
1434,Northern,kennington,nine-elms,1.887327238
1435,Northern,kennington,waterloo,1.707952718
1436,Northern,kentish-town,tufnell-park,0.739831649
1437,Northern,kings-cross-st-pancras,euston,0.677416528
1438,Northern,leicester-square,tottenham-court-road,0.58212228
1439,Northern,london-bridge,bank,0.986688311
1440,Northern,moorgate,old-street,0.800504047
1441,Northern,morden,south-wimbledon,1.478961167
1442,Northern,mornington-crescent,camden-town,0.674382535
1443,Northern,nine-elms,battersea-power-station,0.936893791
1444,Northern,old-street,angel,1.489732525
1445,Northern,oval,kennington,0.9883608
1446,Northern,south-wimbledon,colliers-wood,1.078385712
1447,Northern,stockwell,oval,1.222619252
1448,Northern,tooting-bec,balham,0.950766197
1449,Northern,tooting-broadway,tooting-bec,1.159233924
1450,Northern,tottenham-court-road,goodge-street,0.552497315
1451,Northern,totteridge-and-whetstone,high-barnet,2.594838962
1452,Northern,tufnell-park,archway,1.022782021
1453,Northern,warren-street,euston,0.570301672
1454,Northern,waterloo,embankment,0.782531067
1455,Northern,west-finchley,woodside-park,0.987120036
1456,Northern,woodside-park,totteridge-and-whetstone,1.439252227
1457,Overground,acton-central,willesden-junction,2.940073906
1458,Overground,anerley,norwood-junction,1.866776598
1459,Overground,bethnal-green,cambridge-heath,0.555783021
1460,Overground,blackhorse-road,walthamstow-queens-road,1.187926423
1461,Overground,brockley,honor-oak-park,1.630102649
1462,Overground,brondesbury,west-hampstead,0.84666921
1463,Overground,brondesbury-park,brondesbury,0.761938922
1464,Overground,bruce-grove,white-hart-lane,1.226577178
1465,Overground,bush-hill-park,enfield-town,1.357212673
1466,Overground,bushey,carpenders-park,1.932179379
1467,Overground,caledonian-road-and-barnsbury,highbury-and-islington,0.848255489
1468,Overground,cambridge-heath,london-fields,0.963760029
1469,Overground,camden-road,caledonian-road-and-barnsbury,1.667777314
1470,Overground,canada-water,surrey-quays,0.590544341
1471,Overground,canonbury,dalston-junction,1.238137036
1472,Overground,canonbury,dalston-kingsland,1.131974828
1473,Overground,carpenders-park,hatch-end,2.343495895
1474,Overground,clapham-high-street,wandsworth-road,0.697871259
1475,Overground,clapton,st-james-street,2.71980202
1476,Overground,crouch-hill,harringay-green-lanes,1.459051014
1477,Overground,dalston-junction,haggerston,0.825148488
1478,Overground,dalston-kingsland,hackney-central,1.436069534
1479,Overground,denmark-hill,clapham-high-street,2.890032902
1480,Overground,edmonton-green,bush-hill-park,1.895318371
1481,Overground,edmonton-green,southbury,2.661601965
1482,Overground,emerson-park,upminster,2.444007562
1483,Overground,finchley-road-and-frognal,hampstead-heath,1.435837735
1484,Overground,forest-hill,sydenham,1.336678466
1485,Overground,gospel-oak,kentish-town-west,1.034126768
1486,Overground,gospel-oak,upper-holloway,1.786205822
1487,Overground,gunnersbury,south-acton,0.935145753
1488,Overground,hackney-central,homerton,1.183535331
1489,Overground,hackney-downs,clapton,1.401823658
1490,Overground,hackney-downs,rectory-road,1.217475735
1491,Overground,hackney-wick,stratford,1.502262812
1492,Overground,haggerston,hoxton,0.811212533
1493,Overground,hampstead-heath,gospel-oak,0.917677577
1494,Overground,harlesden,willesden-junction,1.04118872
1495,Overground,harringay-green-lanes,south-tottenham,1.857824417
1496,Overground,harrow-and-wealdstone,kenton,1.804055394
1497,Overground,hatch-end,headstone-lane,1.176071674
1498,Overground,headstone-lane,harrow-and-wealdstone,1.914159696
1499,Overground,highams-park,chingford,2.848380105
1500,Overground,highbury-and-islington,canonbury,0.817975592
1501,Overground,homerton,hackney-wick,0.977006884
1502,Overground,honor-oak-park,forest-hill,1.412651921
1503,Overground,hoxton,shoreditch-high-street,0.887578516
1504,Overground,imperial-wharf,clapham-junction,1.461392567
1505,Overground,kensal-green,queens-park,1.440983449
1506,Overground,kensal-rise,brondesbury-park,0.987108954
1507,Overground,kensington-olympia,west-brompton,1.55997417
1508,Overground,kentish-town-west,camden-road,0.738867635
1509,Overground,kenton,south-kenton,1.261209207
1510,Overground,kew-gardens,gunnersbury,1.819936138
1511,Overground,kilburn-high-road,south-hampstead,0.998128164
1512,Overground,leyton-midland-road,leytonstone-high-road,1.286627087
1513,Overground,leytonstone-high-road,wanstead-park,1.833893206
1514,Overground,liverpool-street,bethnal-green,2.143279488
1515,Overground,london-fields,hackney-downs,0.945558937
1516,Overground,new-cross-gate,brockley,1.176101602
1517,Overground,north-wembley,wembley-central,1.282676423
1518,Overground,norwood-junction,west-croydon,2.767045405
1519,Overground,peckham-rye,denmark-hill,1.462662778
1520,Overground,penge-west,anerley,0.691118651
1521,Overground,queens-park,kilburn-high-road,1.002268657
1522,Overground,queens-road-peckham,peckham-rye,1.023458268
1523,Overground,rectory-road,stoke-newington,0.708164633
1524,Overground,richmond,kew-gardens,1.886339171
1525,Overground,romford,emerson-park,2.642021138
1526,Overground,rotherhithe,canada-water,0.409361701
1527,Overground,seven-sisters,bruce-grove,1.193085123
1528,Overground,shadwell,wapping,0.777601642
1529,Overground,shepherds-bush,kensington-olympia,0.930153118
1530,Overground,shoreditch-high-street,whitechapel,1.296612962
1531,Overground,silver-street,edmonton-green,1.333398821
1532,Overground,south-acton,acton-central,1.11306117
1533,Overground,south-hampstead,euston,3.428865071
1534,Overground,south-kenton,north-wembley,1.004705007
1535,Overground,south-tottenham,blackhorse-road,2.306427807
1536,Overground,southbury,turkey-street,2.723070244
1537,Overground,st-james-street,walthamstow-central,0.928645658
1538,Overground,stamford-hill,seven-sisters,1.033219849
1539,Overground,stoke-newington,stamford-hill,1.131537832
1540,Overground,stonebridge-park,harlesden,1.507727018
1541,Overground,surrey-quays,new-cross,2.150210883
1542,Overground,surrey-quays,new-cross-gate,2.077628983
1543,Overground,surrey-quays,queens-road-peckham,2.218349213
1544,Overground,sydenham,crystal-palace,1.586497533
1545,Overground,sydenham,penge-west,1.1016536
1546,Overground,theobalds-grove,cheshunt,1.387387292
1547,Overground,turkey-street,theobalds-grove,2.356202308
1548,Overground,upper-holloway,crouch-hill,1.191588514
1549,Overground,walthamstow-central,wood-street,1.307794891
1550,Overground,walthamstow-queens-road,leyton-midland-road,1.739415796
1551,Overground,wandsworth-road,clapham-junction,2.263044155
1552,Overground,wanstead-park,woodgrange-park,1.293631246
1553,Overground,wapping,rotherhithe,0.365298643
1554,Overground,watford-high-street,bushey,0.925794878
1555,Overground,watford-junction,watford-high-street,1.286639834
1556,Overground,wembley-central,stonebridge-park,1.695930772
1557,Overground,west-brompton,imperial-wharf,1.635041644
1558,Overground,west-hampstead,finchley-road-and-frognal,0.594907291
1559,Overground,white-hart-lane,silver-street,1.141596499
1560,Overground,whitechapel,shadwell,0.93794967
1561,Overground,willesden-junction,kensal-green,1.341786633
1562,Overground,willesden-junction,kensal-rise,1.612635822
1563,Overground,willesden-junction,shepherds-bush,3.547180274
1564,Overground,wood-street,highams-park,2.415406321
1565,Overground,woodgrange-park,barking,2.723076842
1566,Piccadilly,acton-town,ealing-common,0.928511805
1567,Piccadilly,acton-town,south-ealing,1.858066494
1568,Piccadilly,alperton,sudbury-town,1.624534715
1569,Piccadilly,arnos-grove,bounds-green,1.238062225
1570,Piccadilly,arsenal,holloway-road,0.818525021
1571,Piccadilly,barons-court,hammersmith-district,0.676689432
1572,Piccadilly,boston-manor,osterley,2.491314008
1573,Piccadilly,bounds-green,wood-green,1.469520864
1574,Piccadilly,caledonian-road,kings-cross-st-pancras,1.991480278
1575,Piccadilly,cockfosters,oakwood,1.338698311
1576,Piccadilly,covent-garden,leicester-square,0.305872942
1577,Piccadilly,ealing-common,north-ealing,0.830021359
1578,Piccadilly,earls-court,barons-court,1.329856342
1579,Piccadilly,eastcote,ruislip-manor,1.160280642
1580,Piccadilly,finsbury-park,arsenal,0.678355652
1581,Piccadilly,gloucester-road,earls-court,0.823730732
1582,Piccadilly,green-park,hyde-park-corner,0.833560549
1583,Piccadilly,hammersmith-district,turnham-green,2.224434242
1584,Piccadilly,hatton-cross,heathrow-terminal-4,1.85391022
1585,Piccadilly,hatton-cross,heathrow-terminals-1-2-3,2.075412003
1586,Piccadilly,heathrow-terminals-1-2-3,heathrow-terminal-4,1.320539304
1587,Piccadilly,heathrow-terminals-1-2-3,heathrow-terminal-5,2.653272755
1588,Piccadilly,hillingdon,uxbridge,2.050304589
1589,Piccadilly,holborn,covent-garden,0.593418819
1590,Piccadilly,holloway-road,caledonian-road,0.664518109
1591,Piccadilly,hounslow-central,hounslow-west,1.38965608
1592,Piccadilly,hounslow-east,hounslow-central,0.80223767
1593,Piccadilly,hounslow-west,hatton-cross,2.706207133
1594,Piccadilly,hyde-park-corner,knightsbridge,0.583341567
1595,Piccadilly,ickenham,hillingdon,0.972329114
1596,Piccadilly,kings-cross-st-pancras,russell-square,0.81343294
1597,Piccadilly,knightsbridge,south-kensington,1.224433533
1598,Piccadilly,leicester-square,piccadilly-circus,0.418106212
1599,Piccadilly,manor-house,finsbury-park,0.979350855
1600,Piccadilly,north-ealing,park-royal,1.062533953
1601,Piccadilly,northfields,boston-manor,0.851973279
