mode_mnlc_o,mode_mnlc_d,1,2,3,4,5,6,7,8,mode
597,1024,0.0,0.0,0.0,0.54,0.093,0.0,0.0,0.0,LO
597,1082,0.0,0.004,0.053000003,0.074,0.115,0.0,0.058,0.0,LO
597,1395,0.0,1.916,4.122,11.117,6.702,3.057,0.972,0.0,LO
597,1398,0.0,0.053999998,6.533,13.809,10.068,11.109,4.4900002,0.0,LO
597,1402,0.0,33.418,35.676,45.822,22.662,23.572,2.3,0.0,LO
597,1404,0.0,0.271,1.025,1.927,0.947,0.838,2.191,0.0,LO
597,1409,0.0,0.103,0.861,0.534,0.428,0.081,0.109,0.0,LO
597,1413,0.0,0.22,0.84,1.165,0.551,0.30699998,0.0,0.0,LO
597,1415,0.0,51.236,13.073999,10.435,3.36,1.704,0.304,0.0,LO
597,1421,0.0,0.133,0.855,3.082,0.888,0.73,0.167,0.0,LO
597,1429,0.0,0.334,1.341,1.986,1.451,0.633,0.283,0.0,LO
597,1434,0.0,0.004,7.318,15.493,8.303,6.751,4.244,0.0,LO
597,1437,0.0,0.0,0.0,0.7,0.303,0.415,0.0,0.0,LO
597,1438,0.0,0.0,0.832,0.396,0.13800001,0.067,0.248,0.0,LO
597,1439,0.0,0.17300001,0.007,0.457,0.234,0.538,0.0,0.0,LO
597,1440,0.0,0.266,1.364,1.838,1.249,0.673,0.112,0.0,LO
597,1441,0.0,0.263,0.372,0.286,0.215,0.0,0.0,0.0,LO
597,1442,0.0,7.129,24.84,33.152,24.229,16.869,13.793,0.0,LO
597,1443,0.0,0.0,0.149,0.099999994,0.185,0.07,0.014,0.0,LO
597,1444,0.0,26.493,58.685,118.389,56.605,37.261,9.423,0.0,LO
597,1445,0.0,0.018000001,0.519,0.605,0.089,0.098,0.0,0.0,LO
597,1448,0.0,0.028,2.126,0.503,1.138,0.39,0.0,0.0,LO
597,1449,0.0,0.012,0.107,0.117,0.047000002,0.05,0.0,0.0,LO
597,1451,0.0,1.074,1.8610001,2.718,1.557,0.564,0.377,0.0,LO
597,1452,0.0,0.32700002,2.399,2.986,0.597,0.191,0.167,0.0,LO
597,1455,0.0,7.669,54.952,159.399,48.166,22.227,11.386001,0.0,LO
597,1524,0.0,0.0,0.0,0.0,0.258,0.0,0.0,0.0,LO
597,5421,0.0,0.0,0.0,0.294,0.0,0.0,0.0,0.0,LO
597,5423,0.0,0.0,0.0,0.061,0.0,0.0,0.0,0.0,LO
597,5595,0.0,0.0,0.289,1.414,0.0,0.0,0.0,0.0,LO
597,6977,0.0,0.161,1.148,1.5370001,0.765,0.819,0.148,0.0,LO
597,6978,0.0,0.20899999,0.613,0.452,0.109000005,0.149,0.265,0.0,LO
597,6979,0.0,0.063,0.547,0.269,0.646,0.164,0.145,0.0,LO
597,7402,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,LO
597,7404,0.0,0.0,0.0,0.0,0.059,0.0,0.0,0.0,LO
597,9586,0.0,0.0,0.0,0.811,0.0,0.0,0.0,0.0,LO
597,9587,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,LO
603,591,0.0,1.217,6.52,12.709,10.116,3.121,3.971,0.0,LO
603,596,0.0,0.041,0.411,0.634,0.313,0.234,0.066,0.0,LO
603,597,0.0,0.01,0.303,0.714,0.203,0.277,0.024,0.0,LO
603,617,0.0,0.0,0.125,0.268,0.18200001,0.078,0.053,0.0,LO
603,618,0.0,0.646,10.573,42.053,7.711,4.154,1.597,0.0,LO
