lineId,modeName,created,modified,Services
60,bus,2023-01-25 11:01:30.940000+00:00,2023-01-25 11:01:30.940000+00:00,['Regular']
601,bus,2023-01-25 11:01:30.957000+00:00,2023-01-25 11:01:30.957000+00:00,['Regular']
602,bus,2023-01-25 11:01:30.940000+00:00,2023-01-25 11:01:30.940000+00:00,['Regular']
603,bus,2023-01-25 11:01:30.940000+00:00,2023-01-25 11:01:30.940000+00:00,['Regular']
605,bus,2023-01-25 11:01:30.923000+00:00,2023-01-25 11:01:30.923000+00:00,['Regular']
606,bus,2023-01-25 11:01:30.940000+00:00,2023-01-25 11:01:30.940000+00:00,['Regular']
607,bus,2023-01-25 11:01:30.957000+00:00,2023-01-25 11:01:30.957000+00:00,['Regular']
608,bus,2023-01-25 11:01:30.940000+00:00,2023-01-25 11:01:30.940000+00:00,['Regular']
61,bus,2023-01-25 11:01:30.957000+00:00,2023-01-25 11:01:30.957000+00:00,['Regular']
612,bus,2023-01-25 11:01:30.940000+00:00,2023-01-25 11:01:30.940000+00:00,['Regular']
613,bus,2023-01-25 11:01:30.957000+00:00,2023-01-25 11:01:30.957000+00:00,['Regular']
616,bus,2023-01-25 11:01:30.940000+00:00,2023-01-25 11:01:30.940000+00:00,['Regular']
617,bus,2023-01-25 11:01:30.940000+00:00,2023-01-25 11:01:30.940000+00:00,['Regular']
62,bus,2023-01-25 11:01:30.940000+00:00,2023-01-25 11:01:30.940000+00:00,['Regular']
621,bus,2023-01-25 11:01:30.940000+00:00,2023-01-25 11:01:30.940000+00:00,['Regular']
624,bus,2023-01-25 11:01:30.957000+00:00,2023-01-25 11:01:30.957000+00:00,['Regular']
625,bus,2023-01-25 11:01:30.940000+00:00,2023-01-25 11:01:30.940000+00:00,['Regular']
626,bus,2023-01-25 11:01:30.957000+00:00,2023-01-25 11:01:30.957000+00:00,['Regular']
627,bus,2023-01-25 11:01:30.940000+00:00,2023-01-25 11:01:30.940000+00:00,['Regular']
628,bus,2023-01-25 11:01:30.940000+00:00,2023-01-25 11:01:30.940000+00:00,['Regular']
629,bus,2023-01-25 11:01:30.940000+00:00,2023-01-25 11:01:30.940000+00:00,['Regular']
63,bus,2023-01-25 11:01:30.970000+00:00,2023-01-25 11:01:30.970000+00:00,['Regular']
